Details of the solution:
route 0, node_num 8, cost 624.848000, nodes: 0(120000.00, 120000.00) 391 706 312 211 724 575 0(75368.00, 75368.00)
route 56, node_num 7, cost 1328.740000, nodes: 0(120000.00, 120000.00) 660 515 869 42 747 274 0(25090.00, 25090.00)
route 57, node_num 9, cost 1907.388000, nodes: 0(120000.00, 120000.00) 839(67416.00, 67416.00) 695 783 6 107 623 825(7885.00, 24127.00) 0(0.00, 0.00)
route 58, node_num 7, cost 560.182000, nodes: 0(120000.00, 120000.00) 719 532 220 403 544 0(79987.00, 79987.00)
route 59, node_num 8, cost 1086.134000, nodes: 0(120000.00, 120000.00) 77 407 206 299 20 494 0(42419.00, 42419.00)
route 60, node_num 7, cost 572.950000, nodes: 0(120000.00, 120000.00) 355 320 291 539 584 0(79075.00, 79075.00)
route 61, node_num 8, cost 1043.336000, nodes: 0(120000.00, 120000.00) 233 262 17 790 458 118 0(45476.00, 45476.00)
route 62, node_num 6, cost 729.834000, nodes: 0(120000.00, 120000.00) 173 742 733 474 0(67869.00, 67869.00)
route 63, node_num 8, cost 905.380000, nodes: 0(120000.00, 120000.00) 677 81 33 139 133 435 0(55330.00, 55330.00)
route 64, node_num 8, cost 1344.140000, nodes: 0(120000.00, 120000.00) 304 138 271 49 143 741 0(23990.00, 23990.00)
route 65, node_num 8, cost 1536.780000, nodes: 0(120000.00, 120000.00) 752 493 421 537 498 237 0(10230.00, 10230.00)
route 66, node_num 7, cost 1187.410000, nodes: 0(120000.00, 120000.00) 606 19 628 30 193 0(35185.00, 35185.00)
route 67, node_num 8, cost 1675.520000, nodes: 0(120000.00, 120000.00) 185 104 696 28 172 517 0(320.00, 320.00)
route 68, node_num 7, cost 1110.732000, nodes: 0(120000.00, 120000.00) 591 380 507 275 155 0(40662.00, 40662.00)
route 69, node_num 6, cost 556.206000, nodes: 0(120000.00, 120000.00) 630 272 482 395 0(80271.00, 80271.00)
route 70, node_num 7, cost 342.244000, nodes: 0(120000.00, 120000.00) 554 263 179 344 396 0(95554.00, 95554.00)
route 71, node_num 6, cost 1456.266000, nodes: 0(120000.00, 120000.00) 346 667 128 316 0(15981.00, 15981.00)
route 72, node_num 10, cost 1709.540000, nodes: 0(120000.00, 120000.00) 812(72845.00, 72845.00) 473 769 766 269 640 709 875(15415.00, 17525.00) 0(0.00, 0.00)
route 73, node_num 8, cost 1477.420000, nodes: 0(120000.00, 120000.00) 166 58 478 773 527 65 0(14470.00, 14470.00)
route 74, node_num 7, cost 665.098000, nodes: 0(120000.00, 120000.00) 321 209 283 136 800 0(72493.00, 72493.00)
route 75, node_num 7, cost 1266.944000, nodes: 0(120000.00, 120000.00) 326 102 655 404 760 0(29504.00, 29504.00)
route 76, node_num 7, cost 1101.520000, nodes: 0(120000.00, 120000.00) 289 657 103 68 343 0(41320.00, 41320.00)
route 77, node_num 7, cost 623.616000, nodes: 0(120000.00, 120000.00) 373 397 190 317 195 0(75456.00, 75456.00)
route 78, node_num 8, cost 1559.264000, nodes: 0(120000.00, 120000.00) 460 738 29 564 73 207 0(8624.00, 8624.00)
route 79, node_num 7, cost 1402.198000, nodes: 0(120000.00, 120000.00) 140 567 461 768 384 0(19843.00, 19843.00)
route 80, node_num 6, cost 895.958000, nodes: 0(120000.00, 120000.00) 731 208 69 382 0(56003.00, 56003.00)
route 81, node_num 8, cost 1533.028000, nodes: 0(120000.00, 120000.00) 812 693 200 113 385 264 252 0(10498.00, 10498.00)
route 82, node_num 9, cost 962.262000, nodes: 0(120000.00, 120000.00) 89 406 433 797 451 410 642 0(51267.00, 51267.00)
route 83, node_num 7, cost 1384.698000, nodes: 0(120000.00, 120000.00) 688 562 580 648 186 840 0(21093.00, 21093.00)
route 84, node_num 6, cost 783.188000, nodes: 0(120000.00, 120000.00) 621 90 217 147 0(64058.00, 64058.00)
route 85, node_num 8, cost 1144.766000, nodes: 0(120000.00, 120000.00) 412 629 296 364 791 836 276 801 0(38231.00, 38231.00)
route 86, node_num 8, cost 657.650000, nodes: 0(120000.00, 120000.00) 167 362 204 488 607 801 788 0(73025.00, 73025.00)
route 87, node_num 8, cost 1298.360000, nodes: 0(120000.00, 120000.00) 516 638 15 55 218 755 0(27260.00, 27260.00)
route 88, node_num 7, cost 1309.952000, nodes: 0(120000.00, 120000.00) 717 446 31 78 241 0(26432.00, 26432.00)
route 89, node_num 7, cost 620.256000, nodes: 0(120000.00, 120000.00) 86 34 771 550 784 0(75696.00, 75696.00)
route 90, node_num 7, cost 1289.260000, nodes: 0(120000.00, 120000.00) 225 98 585 223 419 0(27910.00, 27910.00)
route 91, node_num 8, cost 1405.894000, nodes: 0(120000.00, 120000.00) 153 786 583 48 571 267 0(19579.00, 19579.00)
route 92, node_num 8, cost 1926.064000, nodes: 0(120000.00, 120000.00) 860(66386.00, 98386.00) 597 213 793 644 718 818 0(14424.00, 14424.00)
route 93, node_num 8, cost 1511.174000, nodes: 0(120000.00, 120000.00) 487 9 165 705 467 452 0(12059.00, 12059.00)
route 94, node_num 9, cost 1681.148000, nodes: 0(120000.00, 120000.00) 351 1 499 387 377 614 872(37363.00, 37445.00) 0(0.00, 0.00)
route 95, node_num 8, cost 967.134000, nodes: 0(120000.00, 120000.00) 528 524 96 422 552 782 0(50919.00, 50919.00)
route 96, node_num 8, cost 970.060000, nodes: 0(120000.00, 120000.00) 615 298 163 301 624 7 0(50710.00, 50710.00)
route 97, node_num 6, cost 297.948000, nodes: 0(120000.00, 120000.00) 650 885 242 46 235 0(98718.00, 98718.00)
route 98, node_num 7, cost 1010.716000, nodes: 0(120000.00, 120000.00) 504 176 795 785 338 0(47806.00, 47806.00)
route 99, node_num 8, cost 1255.926000, nodes: 0(120000.00, 120000.00) 512 714 581 332 620 105 0(30291.00, 30291.00)
route 100, node_num 7, cost 746.480000, nodes: 0(120000.00, 120000.00) 627 120 427 683 293 0(66680.00, 66680.00)
route 101, node_num 6, cost 692.384000, nodes: 0(120000.00, 120000.00) 540 501 258 426 0(70544.00, 70544.00)
route 102, node_num 8, cost 1082.998000, nodes: 0(120000.00, 120000.00) 70 162 347 708 600 462 0(42643.00, 42643.00)
route 103, node_num 6, cost 684.362000, nodes: 0(120000.00, 120000.00) 132 314 94 11 0(71117.00, 71117.00)
route 104, node_num 8, cost 1429.288000, nodes: 0(120000.00, 120000.00) 285 888 127 548 604 847 730 654 871 0(17908.00, 17908.00)
route 105, node_num 8, cost 922.684000, nodes: 0(120000.00, 120000.00) 594 399 184 625 137 168 0(54094.00, 54094.00)
route 106, node_num 8, cost 832.244000, nodes: 0(120000.00, 120000.00) 686 394 286 121 246 670 0(60554.00, 60554.00)
route 107, node_num 9, cost 705.208000, nodes: 0(120000.00, 120000.00) 529 270 249 690 134 106 428 0(69628.00, 69628.00)
route 108, node_num 6, cost 1365.756000, nodes: 0(120000.00, 120000.00) 257 149 370 577 0(22446.00, 22446.00)
route 109, node_num 7, cost 817.502000, nodes: 0(120000.00, 120000.00) 390 608 556 122 39 0(61607.00, 61607.00)
route 110, node_num 7, cost 1435.280000, nodes: 0(120000.00, 120000.00) 79 117 639 18 161 0(17480.00, 17480.00)
route 111, node_num 8, cost 1196.174000, nodes: 0(120000.00, 120000.00) 468 45 666 24 756 294 0(34559.00, 34559.00)
route 112, node_num 8, cost 1204.196000, nodes: 0(120000.00, 120000.00) 306 728 522 313 228 636 0(33986.00, 33986.00)
route 113, node_num 9, cost 785.638000, nodes: 0(120000.00, 120000.00) 641 599 386 26 95 91 616 883 0(63883.00, 63883.00)
route 114, node_num 6, cost 484.218000, nodes: 0(120000.00, 120000.00) 76 566 568 282 0(85413.00, 85413.00)
route 115, node_num 7, cost 756.868000, nodes: 0(120000.00, 120000.00) 764 668 21 256 37 0(65938.00, 65938.00)
route 116, node_num 8, cost 1616.860000, nodes: 0(120000.00, 120000.00) 360 142 729 302 617 413 0(4510.00, 4510.00)
route 117, node_num 7, cost 773.934000, nodes: 0(120000.00, 120000.00) 250 735 74 459 778 0(64719.00, 64719.00)
route 118, node_num 8, cost 1481.480000, nodes: 0(120000.00, 120000.00) 432 339 672 455 281 635 0(14180.00, 14180.00)
route 119, node_num 8, cost 1535.674000, nodes: 0(120000.00, 120000.00) 535 88 129 626 763 476 834 0(10309.00, 10309.00)
route 120, node_num 9, cost 802.256000, nodes: 0(120000.00, 120000.00) 315 887 356 335 887 22 707 238 374 0(62696.00, 62696.00)
route 121, node_num 8, cost 1058.960000, nodes: 0(120000.00, 120000.00) 231 746 38 545 171 336 0(44360.00, 44360.00)
route 122, node_num 7, cost 1451.814000, nodes: 0(120000.00, 120000.00) 658 251 694 66 67 0(16299.00, 16299.00)
route 123, node_num 9, cost 940.856000, nodes: 0(120000.00, 120000.00) 310 434 248 689 178 579 371 0(52796.00, 52796.00)
route 124, node_num 9, cost 1663.074000, nodes: 0(120000.00, 120000.00) 309 612 774 439 424 471 810(33009.00, 33009.00) 0(1209.00, 1209.00)
route 125, node_num 8, cost 927.178000, nodes: 0(120000.00, 120000.00) 75 41 191 603 703 80 0(53773.00, 53773.00)
route 126, node_num 8, cost 865.186000, nodes: 0(120000.00, 120000.00) 563 830 794 711 327 645 369 0(58201.00, 58201.00)
route 127, node_num 8, cost 406.098000, nodes: 0(120000.00, 120000.00) 222 279 558 485 634 500 0(90993.00, 90993.00)
route 128, node_num 8, cost 617.036000, nodes: 0(120000.00, 120000.00) 479 280 411 32 239 111 0(75926.00, 75926.00)
route 129, node_num 8, cost 844.816000, nodes: 0(120000.00, 120000.00) 669 401 541 115 119 448 0(59656.00, 59656.00)
route 130, node_num 8, cost 870.520000, nodes: 0(120000.00, 120000.00) 201 751 765 578 758 36 0(57820.00, 57820.00)
route 131, node_num 7, cost 627.620000, nodes: 0(120000.00, 120000.00) 229 570 40 726 331 0(75170.00, 75170.00)
route 132, node_num 8, cost 1015.210000, nodes: 0(120000.00, 120000.00) 212 465 345 569 520 767 0(47485.00, 47485.00)
route 133, node_num 7, cost 541.436000, nodes: 0(120000.00, 120000.00) 514 44 52 464 2 0(81326.00, 81326.00)
route 134, node_num 8, cost 818.706000, nodes: 0(120000.00, 120000.00) 682 749 659 341 723 352 0(61521.00, 61521.00)
route 135, node_num 6, cost 1628.858000, nodes: 0(120000.00, 120000.00) 300 610 3 358 0(3653.00, 3653.00)
route 136, node_num 6, cost 770.616000, nodes: 0(120000.00, 120000.00) 502 656 508 287 0(64956.00, 64956.00)
route 137, node_num 8, cost 983.052000, nodes: 0(120000.00, 120000.00) 757 453 587 761 678 154 0(49782.00, 49782.00)
route 138, node_num 8, cost 1281.742000, nodes: 0(120000.00, 120000.00) 255 530 721 43 145 253 0(28447.00, 28447.00)
route 139, node_num 9, cost 1817.844000, nodes: 0(120000.00, 120000.00) 710 687 890 61 151 739 398 847 871(26703.00, 36549.00) 0(0.00, 0.00)
route 140, node_num 6, cost 1026.788000, nodes: 0(120000.00, 120000.00) 676 210 25 454 0(46658.00, 46658.00)
route 141, node_num 8, cost 1445.472000, nodes: 0(120000.00, 120000.00) 363 247 518 97 423 219 0(16752.00, 16752.00)
route 142, node_num 9, cost 1822.380000, nodes: 0(120000.00, 120000.00) 378 240 759 85 495 125 825(13957.00, 24127.00) 0(0.00, 0.00)
route 143, node_num 8, cost 1888.992000, nodes: 0(120000.00, 120000.00) 586 870 183 436 112 23 845(10134.00, 25062.00) 0(0.00, 0.00)
route 144, node_num 7, cost 1382.192000, nodes: 0(120000.00, 120000.00) 379 700 392 523 572 0(21272.00, 21272.00)
route 145, node_num 7, cost 857.122000, nodes: 0(120000.00, 120000.00) 492 622 350 342 216 0(58777.00, 58777.00)
route 146, node_num 7, cost 869.526000, nodes: 0(120000.00, 120000.00) 322 701 665 491 50 0(57891.00, 57891.00)
vehicle (route) number: 147
Total cost: 205429.64
209282.87, 16899.77
207965.49, 25279.48
207124.74, 25209.67
208341.92, 25368.08
207261.73, 25447.89
205517.40, 25229.15
206632.76, 25276.20
205429.64, 25232.26
207369.87, 25381.70
207925.73, 20328.71
